estimate_id,paper_key,authors,year,study_label,effect_size_sd,se,ci_lower,ci_upper,n_treatment,n_control,n_total,learning_domain,outcome,outcome_timing,treatment,control,comparison_type,estimand,estimation_method,outcome_with_ai,is_subgroup,subgroup,coding_notes,design_class,included_in_curated_subset,notes,country,population_category,lab_vs_field,study_design,ai_tool,ai_design,incentives,venue,study_sample_n,study_sample_unit,study_sample_review_status,study_recruited_n,study_randomized_n,estimate_analyzed_n,estimate_sample_unit,estimate_sample_review_status,source_document,source_url,source_version,source_locator,extraction_date,review_date,provenance_review_status,provenance_review_basis,derivation_notes,study_sample_review_basis,study_sample_notes,study_sample_missing_reasons,estimate_sample_review_basis,estimate_sample_notes,estimate_sample_missing_reasons,provenance_missing_reasons,release_id,release_date,view_url,selection
dai_etal_2025__est66,dai_etal_2025,"Xusheng Dai, Zhaochun Wen, Jianxiao Jiang, Huiqin Liu, Yu Zhang",2025,"Dai et al., Exp 2 system choice",0.111,0.098,-0.08108,0.30308,88,91,266,Science,"School's regular end-of-term physics exam, standardized (z-score); taken unassisted (AI available only during study/homework)",immediate,Exp 2 on-demand AI help; system chooses feedback type (shared control),Group C2: no intervention (identical loose-leaf notebook without physics materials),ai_vs_bau,ATE (complete-case),"OLS on z-scored final exam; controls for pretest score, pretest learner autonomy, class fixed effects; robust SEs at individual level (unit of randomization)",false,false,,substantial attrition (24-29%); single school,field_rct,true,"Table 3, col (1), Treatment E row (on-demand help, shared control: student raises a question, a learning-factor decay algorithm chooses the feedback type). Coefficient = Cohen's d. n.s. (p>0.10). Contrast n=179 (E 88 + C2 91); regression N=266 also includes arm D. Controls: pretest score, pretest learner autonomy, class fixed effects; robust SEs at individual level. Group E was null in the full sample and every achievement subgroup, and had no significant autonomy effect.",China,High school,Field,"RCT (individual, stratified within class)",Custom LLM+RAG feedback system,Tutor-scaffolded,"None (voluntary participation; outcome is the school's regular end-of-term exam, no monetary incentive)",arXiv preprint (Tsinghua University),387,unknown,unreviewed,,,,unknown,unreviewed,Dai et al (2025) - How Students Use AI Feedback Matters.pdf,,,,,,unreviewed,,"Table 3, col (1), Treatment E row (on-demand help, shared control: student raises a question, a learning-factor decay algorithm chooses the feedback type). Coefficient = Cohen's d. n.s. (p>0.10). Contrast n=179 (E 88 + C2 91); regression N=266 also includes arm D. Controls: pretest score, pretest learner autonomy, class fixed effects; robust SEs at individual level. Group E was null in the full sample and every achievement subgroup, and had no significant autonomy effect.",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
fischer_etal_2025__est67,fischer_etal_2025,"Mira Fischer (BiB, WZB and IZA); Holger A. Rau (Georg-August-Universität Göttingen); Rainer Michael Rilke (WHU)",2025,"Fischer et al., unrestricted AI",0.337,0.116,0.10964000000000002,0.56436,102,112,334,Economics,"Standardized score on an incentivized, unassisted 25-item multiple-choice exam on two Varian microeconomics excerpts (Test 2); no textbook or AI access during the test",immediate,Unrestricted AI tutor access (full AI chat and textbook throughout the 25-minute learning phase),"Textbook-only control: study the same PDF excerpt unaided for 25 minutes, no AI tutor",ai_vs_bau,ITT,"Covariate-adjusted OLS (Table 1, Col. 2); controls: Test 1 baseline score, Bachelor, field-of-study/semester/session FE; heteroskedasticity-robust SE",false,false,,,lab_rct,true,"Table 1, Col. (2): preregistered covariate-adjusted OLS coefficient on standardized Test 2 (already in SD units); controls = Test 1 baseline score, Bachelor, field-of-study FE (9), semester FE (10), session FE (14); heteroskedasticity-robust SE. Significant at p<0.01. Text rounds to 0.34 SD (~8.6% higher than control). Contrast arms: unrestricted 102 vs control 112; the regression uses the full N=334 (control is the omitted category). Immediate post-test only; no delayed retention wave and no CIs reported. Also circulated as CRC TRR 190 DP 557; working paper, not yet peer-reviewed.",Germany,University (mixed),Lab,RCT (individually randomized),acemate (GPT-4-based RAG tutor over the course PDFs),Unrestricted,All 50 test items (Test 1 + Test 2) and 2 self-performance estimates incentivized at €0.25 each; average pay €16.72 for a ~75-minute session; no penalty for wrong answers,IZA DP #18338,334,unknown,unreviewed,,,,unknown,unreviewed,Fischer et al (2025) - AI Tutoring Enhances Student Learning.pdf,,,,,,unreviewed,,"Table 1, Col. (2): preregistered covariate-adjusted OLS coefficient on standardized Test 2 (already in SD units); controls = Test 1 baseline score, Bachelor, field-of-study FE (9), semester FE (10), session FE (14); heteroskedasticity-robust SE. Significant at p<0.01. Text rounds to 0.34 SD (~8.6% higher than control). Contrast arms: unrestricted 102 vs control 112; the regression uses the full N=334 (control is the omitted category). Immediate post-test only; no delayed retention wave and no CIs reported. Also circulated as CRC TRR 190 DP 557; working paper, not yet peer-reviewed.",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
fischer_etal_2025__est68,fischer_etal_2025,"Mira Fischer (BiB, WZB and IZA); Holger A. Rau (Georg-August-Universität Göttingen); Rainer Michael Rilke (WHU)",2025,"Fischer et al., restricted AI",0.132,0.122,-0.10711999999999999,0.37112,120,112,334,Economics,"Standardized score on an incentivized, unassisted 25-item multiple-choice exam on two Varian microeconomics excerpts (Test 2); no textbook or AI access during the test",immediate,"Restricted AI tutor access (textbook only for the first 10 minutes, then AI chat unlocked plus textbook for the final 15 minutes)","Textbook-only control: study the same PDF excerpt unaided for 25 minutes, no AI tutor",ai_vs_bau,ITT,"Covariate-adjusted OLS (Table 1, Col. 2); controls: Test 1 baseline score, Bachelor, field-of-study/semester/session FE; heteroskedasticity-robust SE",false,false,,,lab_rct,true,"Table 1, Col. (2): preregistered covariate-adjusted OLS coefficient on standardized Test 2; same controls and heteroskedasticity-robust SE as the unrestricted arm. Not statistically significant (p>0.10). Text rounds to 0.13 SD (~3.4% higher, n.s.). Restricted = textbook only for the first 10 min, AI+textbook for the final 15 min. Contrast arms: restricted 120 vs control 112; the regression uses the full N=334. Contrary to preregistered H2, restricted did NOT beat unrestricted (unrestricted was higher by 0.21 SD, F-test p=0.066). Immediate post-test only; no CIs reported.",Germany,University (mixed),Lab,RCT (individually randomized),acemate (GPT-4-based RAG tutor over the course PDFs),Unrestricted,All 50 test items (Test 1 + Test 2) and 2 self-performance estimates incentivized at €0.25 each; average pay €16.72 for a ~75-minute session; no penalty for wrong answers,IZA DP #18338,334,unknown,unreviewed,,,,unknown,unreviewed,Fischer et al (2025) - AI Tutoring Enhances Student Learning.pdf,,,,,,unreviewed,,"Table 1, Col. (2): preregistered covariate-adjusted OLS coefficient on standardized Test 2; same controls and heteroskedasticity-robust SE as the unrestricted arm. Not statistically significant (p>0.10). Text rounds to 0.13 SD (~3.4% higher, n.s.). Restricted = textbook only for the first 10 min, AI+textbook for the final 15 min. Contrast arms: restricted 120 vs control 112; the regression uses the full N=334. Contrary to preregistered H2, restricted did NOT beat unrestricted (unrestricted was higher by 0.21 SD, F-test p=0.066). Immediate post-test only; no CIs reported.",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
fischer_etal_2025__est69,fischer_etal_2025,"Mira Fischer (BiB, WZB and IZA); Holger A. Rau (Georg-August-Universität Göttingen); Rainer Michael Rilke (WHU)",2025,"Fischer et al., Standardized score on an incentivized, u",0.227,0.106,0.019240000000000007,0.43476000000000004,222,112,334,Economics,"Standardized score on an incentivized, unassisted 25-item multiple-choice exam on two Varian microeconomics excerpts (Test 2); no textbook or AI access during the test",immediate,"Any AI tutor access, pooling both AI treatment arms vs textbook-only control","Textbook-only control: study the same PDF excerpt unaided for 25 minutes, no AI tutor",ai_vs_bau,ITT,"Covariate-adjusted OLS (Table 1, Col. 1); controls: Test 1 baseline score, Bachelor, field-of-study/semester/session FE; heteroskedasticity-robust SE",false,false,,,lab_rct,false,"Table 1, Col. (1): preregistered covariate-adjusted OLS coefficient on standardized Test 2, pooling both AI arms (any AI) vs textbook-only control; same controls and heteroskedasticity-robust SE. Significant at p<0.05. Text rounds to 0.23 SD (~5.8% higher). Confirms preregistered H1. Contrast arms: any-AI 222 (=102 unrestricted + 120 restricted) vs control 112; regression N=334. Immediate post-test only; no CIs reported.",Germany,University (mixed),Lab,RCT (individually randomized),acemate (GPT-4-based RAG tutor over the course PDFs),Unrestricted,All 50 test items (Test 1 + Test 2) and 2 self-performance estimates incentivized at €0.25 each; average pay €16.72 for a ~75-minute session; no penalty for wrong answers,IZA DP #18338,334,unknown,unreviewed,,,,unknown,unreviewed,Fischer et al (2025) - AI Tutoring Enhances Student Learning.pdf,,,,,,unreviewed,,"Table 1, Col. (1): preregistered covariate-adjusted OLS coefficient on standardized Test 2, pooling both AI arms (any AI) vs textbook-only control; same controls and heteroskedasticity-robust SE. Significant at p<0.05. Text rounds to 0.23 SD (~5.8% higher). Confirms preregistered H1. Contrast arms: any-AI 222 (=102 unrestricted + 120 restricted) vs control 112; regression N=334. Immediate post-test only; no CIs reported.",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
gan_etal_2024__est70,gan_etal_2024,"Wenyi Gan, Jianfeng Ouyang, Hua Li, Zhaowen Xue, Yiming Zhang, Qiu Dong, Jiadong Huang, Xiaofei Zheng, Yiyi Zhang",2024,"Gan et al., orthopedics",0.398,0.193,0.019720000000000015,0.7762800000000001,54,56,110,Medicine,Post-intervention 214-item orthopedics examination (unassisted post-test): number of MCQs answered correctly (max 214),immediate,ChatGPT-4 self-study: 1-week orthopedics review using only ChatGPT-4.0 (other search engines and message boards not allowed),Internet/forums self-study: 1-week orthopedics review using search engines and message boards; no OpenAI-connected software allowed,ai_vs_bau,ATE (complete-case),"Independent-samples 2-tailed t test on per-arm exam means (SPSS 26); Cohen's d=0.398 (SE 0.193) back-calculated from means/SDs (pooled SD 26.12); reported raw difference 10.40 with SE 4.98 (matches sqrt(26.68^2/54+25.56^2/56)=4.985), t=2.09, P=.04.",false,false,,per-protocol (complete-case); d back-calculated,field_rct,true,"129 assessed for eligibility; 4 excluded before randomization (2 not meeting criteria, 2 declining); 125 randomized (60 ChatGPT, 65 control; CONSORT Figure 1). 15 withdrew after randomization (7 initial study, 8 follow-up); 110 analyzed complete-case (54 ChatGPT, 56 control). No ITT analysis. Primary exam: ChatGPT 141.20 (SD 26.68) vs control 130.80 (SD 25.56); mean difference 10.40 with reported SE 4.98 (labeled 'SD' in the paper), P=.04; Cohen's d=0.398 (SE 0.193) back-calculated from per-arm means/SDs (pooled SD 26.12). PAPER TYPO: the Results body misprints the ChatGPT exam mean as 138.46 (SD 26.97); the abstract value 141.20 (SD 26.68) is the correct one (it reproduces the 10.40 difference and the 4.98 SE). Sub-scores favored ChatGPT on A1 (P=.01), A2 (P=.047), and A3/A4 (P=.002); case-analysis items non-significantly lower for ChatGPT (diff -1.04, P=.16). Unassisted post-test by design (formal examination separate from the learning-phase exercises), though the paper never states the exam was proctored/closed-book or that AI was barred during testing.",China,Undergraduate,Field,"RCT (sealed envelopes, blinded outcome collector)",ChatGPT-4,Unrestricted (review aid),Participation rewards (their implementation verified by the First Affiliated Hospital's Science and Technology Department); not tied to test performance. No performance-based incentive described.,Journal of Medical Internet Research,110,unknown,unreviewed,,,,unknown,unreviewed,Gan et al (2024) - ChatGPT in Orthopedic Education.pdf,,,,,,unreviewed,,"129 assessed for eligibility; 4 excluded before randomization (2 not meeting criteria, 2 declining); 125 randomized (60 ChatGPT, 65 control; CONSORT Figure 1). 15 withdrew after randomization (7 initial study, 8 follow-up); 110 analyzed complete-case (54 ChatGPT, 56 control). No ITT analysis. Primary exam: ChatGPT 141.20 (SD 26.68) vs control 130.80 (SD 25.56); mean difference 10.40 with reported SE 4.98 (labeled 'SD' in the paper), P=.04; Cohen's d=0.398 (SE 0.193) back-calculated from per-arm means/SDs (pooled SD 26.12). PAPER TYPO: the Results body misprints the ChatGPT exam mean as 138.46 (SD 26.97); the abstract value 141.20 (SD 26.68) is the correct one (it reproduces the 10.40 difference and the 4.98 SE). Sub-scores favored ChatGPT on A1 (P=.01), A2 (P=.047), and A3/A4 (P=.002); case-analysis items non-significantly lower for ChatGPT (diff -1.04, P=.16). Unassisted post-test by design (formal examination separate from the learning-phase exercises), though the paper never states the exam was proctored/closed-book or that AI was barred during testing.",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
gan_etal_2024__est71,gan_etal_2024,"Wenyi Gan, Jianfeng Ouyang, Hua Li, Zhaowen Xue, Yiming Zhang, Qiu Dong, Jiadong Huang, Xiaofei Zheng, Yiyi Zhang",2024,"Gan et al., Downstream end-of-semester surgery final",0.446,0.193,0.06772,0.82428,54,56,110,Medicine,Downstream end-of-semester surgery final examination score (secondary long-term outcome),delayed,ChatGPT-4 self-study: 1-week orthopedics review using only ChatGPT-4.0 (other search engines and message boards not allowed),Internet/forums self-study: 1-week orthopedics review using search engines and message boards; no OpenAI-connected software allowed,ai_vs_bau,ATE (complete-case),"Independent-samples 2-tailed t test on per-arm surgery final-exam means (SPSS 26); reported raw mean difference 4.00 with SE 1.72 (labeled 'SD'), P=.02; no SD-scale effect computed (per-arm SDs available: 9.79 vs 8.11).",false,false,,secondary/downstream outcome; per-protocol (complete-case); d back-calculated from means/SDs,field_rct,false,"Secondary downstream end-of-semester final exams (same arms; 54 ChatGPT, 56 control), measured June 2023 with no additional intervention in the interim; 2 control students reported some LLM use, all ChatGPT-arm students used LLMs. Surgery significant: ChatGPT 76.54 (SD 9.79) vs control 72.54 (SD 8.11); diff 4.00 (SE 1.72), P=.02. OB/GYN also significant: 75.98 (SD 8.94) vs 72.54 (SD 8.66); diff 3.45 (SE 1.68), P=.04. Non-significant: internal medicine (diff 0.23, SE 1.58, P=.88); pediatrics (diff -1.58, SE 1.79, P=.38, ChatGPT lower); infectious diseases (diff 1.60, SE 1.75, P=.36). Total final-exam score diff 7.71 (SE 7.53), P=.31 (n.s.). Cohen's d=0.446 (SE 0.193) for the surgery exam back-calculated from per-arm means/SDs (76.54 (SD 9.79, n=54) vs 72.54 (SD 8.11, n=56); pooled SD 8.97); consistent with the reported diff 4.00 / SE 1.72 (t=2.33, P=.02). Added in the 2026-07 RA verification round. Final-exam scale not stated (scores ~72-77). SE values are the between-group difference SEs (paper labels them 'SD').",China,Undergraduate,Field,"RCT (sealed envelopes, blinded outcome collector)",ChatGPT-4,Unrestricted (review aid),Participation rewards (their implementation verified by the First Affiliated Hospital's Science and Technology Department); not tied to test performance. No performance-based incentive described.,Journal of Medical Internet Research,110,unknown,unreviewed,,,,unknown,unreviewed,Gan et al (2024) - ChatGPT in Orthopedic Education.pdf,,,,,,unreviewed,,"Secondary downstream end-of-semester final exams (same arms; 54 ChatGPT, 56 control), measured June 2023 with no additional intervention in the interim; 2 control students reported some LLM use, all ChatGPT-arm students used LLMs. Surgery significant: ChatGPT 76.54 (SD 9.79) vs control 72.54 (SD 8.11); diff 4.00 (SE 1.72), P=.02. OB/GYN also significant: 75.98 (SD 8.94) vs 72.54 (SD 8.66); diff 3.45 (SE 1.68), P=.04. Non-significant: internal medicine (diff 0.23, SE 1.58, P=.88); pediatrics (diff -1.58, SE 1.79, P=.38, ChatGPT lower); infectious diseases (diff 1.60, SE 1.75, P=.36). Total final-exam score diff 7.71 (SE 7.53), P=.31 (n.s.). Cohen's d=0.446 (SE 0.193) for the surgery exam back-calculated from per-arm means/SDs (76.54 (SD 9.79, n=54) vs 72.54 (SD 8.11, n=56); pooled SD 8.97); consistent with the reported diff 4.00 / SE 1.72 (t=2.33, P=.02). Added in the 2026-07 RA verification round. Final-exam scale not stated (scores ~72-77). SE values are the between-group difference SEs (paper labels them 'SD').",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
hou_etal_2026__est72,hou_etal_2026,"Xiaoyu Hou, Bo Xiao, Hexu Liu, and Shane Mueller",2026,"Hou et al., guided AI",0.864,0.266,0.34263999999999994,1.38536,29,33,95,Engineering,"Unassisted post-test total score (max 27): 9 MCQ (auto-scored) + 18 open-ended (human-scored by two blind raters, ICC=0.91), administered after the AI-assisted review phase",immediate,"Prompted (guided) AI review: RAG assistant use guided by a five-step Generative-Learning-Theory framework (Clarify, Organize, Integrate, Differentiate, Correct)","Continued slide/PowerPoint review of the same materials, independently, with no AI access",ai_vs_bau,ATE (complete-case),"One-way three-group ANOVA on the total post-test (omnibus F=6.82, p=0.0017); pairwise Cohen's d for the prompted arm vs the slide-only control back-calculated from Table 3 means/SDs/Ns, SE(d) from the standard large-sample formula sqrt((n1+n2)/(n1*n2) + d^2/(2(n1+n2))). Complete-case analysis (95 of 119 retained; 24 dropped for incomplete data).",false,false,,"back-calculated SEs; omnibus F reported, pairwise d derived; 20% excluded for incomplete data",lab_rct,true,"Total post-test (max 27 = 9 MCQ auto-scored + 18 open-ended human-scored). Guided/prompted AI (5-step GLT framework) vs slide-only control: 18.86 vs 15.35 (+3.51 points), d=0.864. Effect concentrated in open-ended reasoning (12.41 vs 9.68 on max 18, d~1.06; omnibus 3-group F=7.32, p=0.0011); no MCQ effect (6.45 vs 5.67, F=2.38, p=0.099, ns). SE(d)=0.266 back-calculated from Table 3 means/SDs/Ns; paper reports only omnibus one-way ANOVA (total F=6.82, p=0.0017), not pairwise tests. Contrast n=62 (29 prompted + 33 control); n_total=95 is the full analytic sample across all three arms. AI used only during the review phase; the post-test itself is unassisted. Post-test-only design (no pre-test covariate).",USA,Undergraduate,Lab,RCT,RAG-based GenAI assistant,Tutor-scaffolded,None stated,arXiv preprint,95,unknown,unreviewed,,,,unknown,unreviewed,Hou et al (2026) - Instructional Guidance in GenAI-Assisted Learning.pdf,,,,,,unreviewed,,"Total post-test (max 27 = 9 MCQ auto-scored + 18 open-ended human-scored). Guided/prompted AI (5-step GLT framework) vs slide-only control: 18.86 vs 15.35 (+3.51 points), d=0.864. Effect concentrated in open-ended reasoning (12.41 vs 9.68 on max 18, d~1.06; omnibus 3-group F=7.32, p=0.0011); no MCQ effect (6.45 vs 5.67, F=2.38, p=0.099, ns). SE(d)=0.266 back-calculated from Table 3 means/SDs/Ns; paper reports only omnibus one-way ANOVA (total F=6.82, p=0.0017), not pairwise tests. Contrast n=62 (29 prompted + 33 control); n_total=95 is the full analytic sample across all three arms. AI used only during the review phase; the post-test itself is unassisted. Post-test-only design (no pre-test covariate).",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
hou_etal_2026__est73,hou_etal_2026,"Xiaoyu Hou, Bo Xiao, Hexu Liu, and Shane Mueller",2026,"Hou et al., unguided AI",0.093,0.246,-0.38915999999999995,0.57516,33,33,95,Engineering,"Unassisted post-test total score (max 27): 9 MCQ (auto-scored) + 18 open-ended (human-scored by two blind raters, ICC=0.91), administered after the AI-assisted review phase",immediate,"Unprompted (free) AI review: students query the RAG assistant freely, with no structured prompts","Continued slide/PowerPoint review of the same materials, independently, with no AI access",ai_vs_bau,ATE (complete-case),"One-way three-group ANOVA on the total post-test (omnibus F=6.82, p=0.0017); pairwise Cohen's d for the unprompted arm vs the slide-only control back-calculated from Table 3 means/SDs/Ns, SE(d) from the standard large-sample formula sqrt((n1+n2)/(n1*n2) + d^2/(2(n1+n2))). Complete-case analysis (95 of 119 retained; 24 dropped for incomplete data).",false,false,,"back-calculated SEs; omnibus F reported, pairwise d derived; 20% excluded for incomplete data",lab_rct,true,"Total post-test (max 27 = 9 MCQ + 18 open-ended). Unprompted/free AI (free-form querying of the RAG assistant, no structured prompts) vs slide-only control: 15.73 vs 15.35 (+0.38 points), d=0.093 -- essentially no effect. Open-ended 10.45 vs 9.68 (d~0.27); MCQ 5.27 vs 5.67 (d~-0.19). SE(d)=0.246 back-calculated from Table 3 means/SDs/Ns; paper reports only omnibus one-way ANOVA (total F=6.82, p=0.0017), not pairwise tests. Contrast n=66 (33 unprompted + 33 control); n_total=95 is the full analytic sample across all three arms. AI used only during the review phase; the post-test itself is unassisted. Free AI use was no better than slide-only review.",USA,Undergraduate,Lab,RCT,RAG-based GenAI assistant,Tutor-scaffolded,None stated,arXiv preprint,95,unknown,unreviewed,,,,unknown,unreviewed,Hou et al (2026) - Instructional Guidance in GenAI-Assisted Learning.pdf,,,,,,unreviewed,,"Total post-test (max 27 = 9 MCQ + 18 open-ended). Unprompted/free AI (free-form querying of the RAG assistant, no structured prompts) vs slide-only control: 15.73 vs 15.35 (+0.38 points), d=0.093 -- essentially no effect. Open-ended 10.45 vs 9.68 (d~0.27); MCQ 5.27 vs 5.67 (d~-0.19). SE(d)=0.246 back-calculated from Table 3 means/SDs/Ns; paper reports only omnibus one-way ANOVA (total F=6.82, p=0.0017), not pairwise tests. Contrast n=66 (33 unprompted + 33 control); n_total=95 is the full analytic sample across all three arms. AI used only during the review phase; the post-test itself is unassisted. Free AI use was no better than slide-only review.",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
huang_etal_2025__est74,huang_etal_2025,"Siyu Huang, Chang Wen, Xueying Bai, Sihong Li, Shuining Wang, Xiaoxuan Wang, Dong Yang",2025,"Huang et al., dental skills",0.669,0.15,0.375,0.963,94,93,187,Medicine,"Desktop-VR operative skill test (0-100, auto-scored by the VR system, taken unassisted within 15 min after 1-week training)",immediate,"ChatGPT-3.5 as a supplementary instructor added to instructional videos (free version; used during a 1-week skill-acquisition period to resolve doubts, verify procedures, and give extra guidance)",Instructional videos only (blank control),ai_vs_bau,ATE (complete-case),"Independent-samples Welch t test on post-test desktop-VR operative scores, t(176.24)=4.569, P<.001 (normality checked via Shapiro-Wilk); complete-case on the 187 students who passed eye-tracking calibration. Cohen's d and its SE (0.150) back-calculated from reported per-arm means, SDs, and n; no author-reported standardized effect.",false,false,,d back-calculated from means/SDs,field_rct,true,"ChatGPT-3.5 (free version) added to instructional videos vs identical videos only (blank control); ChatGPT is the sole additive difference. Raw operative-test scores 73.12 (SD 10.06) vs 65.54 (SD 12.48) on a 0-100 auto-scored desktop-VR task; mean diff 7.58 points, Welch t(176.24)=4.569, P<.001. N=187 analyzed (192 recruited, 5 excluded at eye-tracking calibration; 94 ChatGPT vs 93 control). Baseline theoretical-knowledge test balanced (41.24 vs 42.03, P=.52). No AI during the test (design inference; the paper does not explicitly state ChatGPT was blocked at test). Cohen's d=0.669, SE=0.150, 95% CI ~0.38-0.96 back-calculated from per-arm means/SDs/n; no author-reported standardized effect. Effect concentrated among low-spatial-ability students (70.20 vs 55.41, P<.001) and absent among high-spatial-ability students (76.58 vs 73.89, P=.22). Secondary outcomes favored ChatGPT: self-efficacy P=.04, learning motivation P=.02, cognitive load via pupil-diameter change 0.137 vs 0.312 P<.001.",China,Undergraduate,Field,RCT (sealed envelopes),ChatGPT-3.5,Supplementary instructor,Not stated (no compensation or incentives reported),Journal of Medical Internet Research,187,unknown,unreviewed,,,,unknown,unreviewed,Huang et al (2025) - ChatGPT as Instructor Dental Skills.pdf,,,,,,unreviewed,,"ChatGPT-3.5 (free version) added to instructional videos vs identical videos only (blank control); ChatGPT is the sole additive difference. Raw operative-test scores 73.12 (SD 10.06) vs 65.54 (SD 12.48) on a 0-100 auto-scored desktop-VR task; mean diff 7.58 points, Welch t(176.24)=4.569, P<.001. N=187 analyzed (192 recruited, 5 excluded at eye-tracking calibration; 94 ChatGPT vs 93 control). Baseline theoretical-knowledge test balanced (41.24 vs 42.03, P=.52). No AI during the test (design inference; the paper does not explicitly state ChatGPT was blocked at test). Cohen's d=0.669, SE=0.150, 95% CI ~0.38-0.96 back-calculated from per-arm means/SDs/n; no author-reported standardized effect. Effect concentrated among low-spatial-ability students (70.20 vs 55.41, P<.001) and absent among high-spatial-ability students (76.58 vs 73.89, P=.22). Secondary outcomes favored ChatGPT: self-efficacy P=.04, learning motivation P=.02, cognitive load via pupil-diameter change 0.137 vs 0.312 P<.001.",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
kavadella_etal_2024__est75,kavadella_etal_2024,"Argyro Kavadella, Marco Antonio Dias da Silva, Eleftherios G Kaklamanos, Vasileios Stamatopoulos, Kostis Giannakopoulos",2024,"Kavadella et al., dentistry",0.52,0.245,0.03980000000000006,1.0002,39,31,70,Medicine,"Unannounced, blind, unassisted 10-question MCQ knowledge exam (0-10 scale)",immediate,ChatGPT group used ChatGPT to research and compose a Radiation Biology & Protection learning assignment; logged and critiqued all LLM outputs against a textbook,Literature-research group searched the internet and scientific literature (the module's traditional method) to complete the same assignment,ai_vs_bau,ATE (complete-case),"Mann-Whitney U test on exam grades (nonparametric, SPSS v25); standardized effect (Cohen's d) and SE back-calculated from group means, SDs, and n. Complete-case: 70 of 77 randomized students sat the exam.",false,false,,d back-calculated from means/SDs; 10-item multiple-choice exam,field_rct,true,"77 students randomized (39 ChatGPT, 38 literature); 70 sat the unannounced exam (39 ChatGPT, 31 literature; 7 absent). Raw grades: ChatGPT mean 7.54 (SD 1.18) vs literature 6.94 (SD 1.12) on a 0-10 MCQ scale; 0.60-point gap; Mann-Whitney U p=.045. Cohen's d and SE back-calculated from means/SDs/n (paper reports no CI or standardized effect). Modest instrument (10 MCQs); grades ranged 5-10.",Cyprus,Undergraduate,Field,RCT,ChatGPT,Unrestricted,"None on the outcome: the 10-MCQ exam was unannounced, anonymous, and ungraded, framed as a diagnostic for the educator to spot knowledge gaps. The assignment itself was a required but ungraded part of the module's semester program (replacing a lecture).",JMIR Medical Education,77,unknown,unreviewed,,,,unknown,unreviewed,Kavadella et al (2024) - ChatGPT in Undergraduate Dental Education.pdf,,,,,,unreviewed,,"77 students randomized (39 ChatGPT, 38 literature); 70 sat the unannounced exam (39 ChatGPT, 31 literature; 7 absent). Raw grades: ChatGPT mean 7.54 (SD 1.18) vs literature 6.94 (SD 1.12) on a 0-10 MCQ scale; 0.60-point gap; Mann-Whitney U p=.045. Cohen's d and SE back-calculated from means/SDs/n (paper reports no CI or standardized effect). Modest instrument (10 MCQs); grades ranged 5-10.",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
